bsip_metrics_run|API||Before Insert|bsip_metrics_run|All|1|21334|2026-07-30 14:13|2026-08-04 09:01|mohan@bitssecureit.com
bsip_metrics_run Backup - 2026-07-31 21:07|API||Before Insert|bsip_metrics_run_backup_20260731_2107|All|1|6182|2026-07-31 21:08|2026-07-31 21:08|mohan@bitssecureit.com
bsip_metrics_run Backup - 2026-07-31 22:44|API||Before Insert|bsip_metrics_run_backup_20260731_2244|All|1|7054|2026-07-31 22:44|2026-07-31 22:44|mohan@bitssecureit.com
bsip_metrics_run Backup - 2026-08-01 19:48|API||Before Insert|bsip_metrics_run_backup_202608011948|All|1|12600|2026-08-01 19:49|2026-08-01 19:49|mohan@bitssecureit.com
bsip_metrics_run Backup - 2026-08-01 22:37|API||Before Insert|bsip_metrics_run_backup_202608012237|All|1|16824|2026-08-01 22:37|2026-08-01 22:37|mohan@bitssecureit.com
bsip_metrics_run Backup - 2026-08-01 23:00|API||Before Insert|bsip_metrics_run_backup_202608012300|All|1|18095|2026-08-01 23:00|2026-08-01 23:00|mohan@bitssecureit.com
bsip_metrics_run Backup - 2026-08-01 23:29|API||Before Insert|bsip_metrics_run_backup_202608012329|All|1|18095|2026-08-01 23:29|2026-08-01 23:29|mohan@bitssecureit.com
bsip_metrics_run Backup - undefined|API||Before Insert|bsip_metrics_run_backup_20260801_1948_dup_naming_defect|All|1|12600|2026-08-01 19:48|2026-08-01 19:49|mohan@bitssecureit.com
bsip_platform_probe|API||Before Insert|bsip_platform_probe|All|1|5067|2026-07-29 10:00|2026-07-29 12:37|mohan@bitssecureit.com
claude_helpdesk_reply|API||Before Insert|claude_helpdesk_reply|All|1|1040|2026-04-28 11:53|2026-05-20 08:14|mohan@bitssecureit.com
DCS - Governed Field Guard (Draft)|DocType Event|Deal Cost Sheet|Before Save||All|0|6689|2026-08-08 18:56|2026-09-11 18:34|Administrator
DCS - Governed Field Guard (Submitted)|DocType Event|Deal Cost Sheet|Before Save (Submitted Document)||All|0|6689|2026-08-08 18:56|2026-09-11 18:34|Administrator
DCS Award Reversal - Deletion Guard|DocType Event|DCS Award Reversal|Before Delete||All|0|296|2026-08-08 19:43|2026-09-11 18:34|Administrator
DCS Award Reversal - Governed Field Guard|DocType Event|DCS Award Reversal|Before Save||All|0|686|2026-08-08 19:43|2026-09-11 18:34|Administrator
DCS Governance Event - Deletion Guard|DocType Event|DCS Governance Event|Before Delete||All|0|310|2026-08-19 18:26|2026-09-11 18:34|Administrator
DCS Governance Event - Immutability Guard|DocType Event|DCS Governance Event|Before Save||All|0|427|2026-08-19 18:26|2026-09-11 18:34|Administrator
DCS Governance Event - Insert Guard|DocType Event|DCS Governance Event|Before Insert||All|1|2851|2026-08-19 18:26|2026-09-10 13:50|Administrator
DCS Handover Condition - Accepted Risk Guard|DocType Event|DCS Handover Condition|Before Save||All|0|1855|2026-08-08 17:51|2026-09-11 18:34|Administrator
DCS Handover Condition - Deletion Guard|DocType Event|DCS Handover Condition|Before Delete||All|0|261|2026-08-08 17:51|2026-09-11 18:34|Administrator
DCS Handover Condition - Governed Field Guard|DocType Event|DCS Handover Condition|Before Save||All|0|2086|2026-08-08 19:06|2026-09-11 18:34|Administrator
DCS Margin Canonicalisation (After Save)|DocType Event|Deal Cost Sheet|After Save||All|1|1094|2026-09-05 19:53|2026-09-11 16:28|Administrator
DCS Presales Effort Metrics|DocType Event|Deal Cost Sheet|Before Save||All|1|1578|2026-08-05 11:38|2026-09-08 16:55|Administrator
DCS Presales Effort Metrics (Submitted)|DocType Event|Deal Cost Sheet|Before Save (Submitted Document)||All|1|1521|2026-08-05 11:38|2026-09-08 16:55|Administrator
DCS Presales Projection Bootstrap|DocType Event|Deal Cost Sheet|After Insert||All|1|2104|2026-08-20 20:55|2026-09-11 16:28|Administrator
DCS Record Authority Guard (Draft)|DocType Event|Deal Cost Sheet|Before Save||All|0|3478|2026-09-06 15:34|2026-09-11 18:34|Administrator
DCS Record Authority Guard (Submitted)|DocType Event|Deal Cost Sheet|Before Save (Submitted Document)||All|0|3478|2026-09-06 15:34|2026-09-11 18:34|Administrator
DCS Revision - Deletion Guard|DocType Event|DCS Revision|Before Delete||All|0|260|2026-08-08 10:44|2026-09-11 18:34|Administrator
DCS Revision - Immutability Guard|DocType Event|DCS Revision|Before Save||All|0|2219|2026-08-08 10:41|2026-09-11 18:34|Administrator
DCS Submit - Advance Presales Status|DocType Event|Deal Cost Sheet|After Submit||All|1|1824|2026-08-05 11:39|2026-09-10 13:50|Administrator
dcs_ai_item_analysis|API||Before Insert|dcs_ai_item_analysis|All|1|2081|2026-05-07 15:47|2026-08-18 12:49|mohan@bitssecureit.com
dcs_apply_revision|API||Before Insert|dcs_apply_revision|All|0|14939|2026-08-08 10:43|2026-09-11 18:34|Administrator
dcs_approval_authority_probe|API||Before Insert|dcs_approval_authority_probe|All|1|2426|2026-08-08 17:37|2026-08-08 17:38|mohan@bitssecureit.com
dcs_approval_decision|API||Before Insert|dcs_approval_decision|All|0|11835|2026-08-08 17:32|2026-09-11 18:34|Administrator
dcs_award_reversal|API||Before Insert|dcs_award_reversal|All|0|14653|2026-08-08 19:33|2026-09-11 18:34|Administrator
dcs_award_reversal_guard_probe|API||Before Insert|dcs_award_reversal_guard_probe|All|1|1074|2026-08-08 19:44|2026-08-08 19:44|mohan@bitssecureit.com
dcs_backfill_effort_and_pr|API||Before Insert|dcs_backfill_effort_and_pr|All|1|1772|2026-08-05 11:43|2026-08-08 19:07|mohan@bitssecureit.com
dcs_backfill_lifecycle|API||Before Insert|dcs_backfill_lifecycle|All|1|2378|2026-08-05 11:40|2026-08-08 19:07|mohan@bitssecureit.com
dcs_company_backfill|API||Before Insert|dcs_company_backfill|All|1|5898|2026-08-15 22:06|2026-08-16 09:15|mohan@bitssecureit.com
dcs_company_default_insert|DocType Event|Deal Cost Sheet|Before Insert||All|1|1407|2026-08-16 08:26|2026-09-11 16:28|Administrator
dcs_company_reconcile|API||Before Insert|dcs_company_reconcile|All|0|4473|2026-08-15 22:00|2026-09-11 18:34|Administrator
dcs_delivery_release|API||Before Insert|dcs_delivery_release|All|0|18615|2026-08-08 17:55|2026-09-11 18:34|Administrator
dcs_duplicate_scan|API||Before Insert|dcs_duplicate_scan|All|1|12215|2026-08-15 19:24|2026-09-07 14:13|Administrator
dcs_evidence_annotator|API||Before Insert|dcs_evidence_annotator|All|1|1915|2026-08-08 19:49|2026-08-08 19:49|mohan@bitssecureit.com
dcs_evidence_annotator_2|API||Before Insert|dcs_evidence_annotator_2|All|1|1651|2026-08-08 20:11|2026-08-08 20:11|mohan@bitssecureit.com
dcs_get_state|API||Before Insert|dcs_get_state|All|1|11830|2026-08-08 16:12|2026-09-07 14:13|Administrator
dcs_governance_baseline_backfill|API||Before Insert|dcs_governance_baseline_backfill|All|1|4930|2026-08-14 23:19|2026-08-14 23:23|mohan@bitssecureit.com
dcs_guard_dryrun|API||Before Insert|dcs_guard_dryrun|All|1|5397|2026-08-15 20:22|2026-09-10 15:58|Administrator
dcs_handover_action|API||Before Insert|dcs_handover_action|All|0|17721|2026-08-08 17:54|2026-09-11 18:34|Administrator
dcs_handover_authority_probe|API||Before Insert|dcs_handover_authority_probe|All|1|3674|2026-08-08 17:59|2026-08-08 18:00|mohan@bitssecureit.com
dcs_hardening_probe|API||Before Insert|dcs_hardening_probe|All|1|506|2026-08-08 18:54|2026-08-08 19:07|mohan@bitssecureit.com
dcs_ignore_permissions_probe|API||Before Insert|dcs_ignore_permissions_probe|All|1|1244|2026-08-08 19:51|2026-08-08 19:51|mohan@bitssecureit.com
dcs_narrative_guard|API||Before Insert|dcs_narrative_guard|All|0|19182|2026-08-15 12:51|2026-09-11 18:34|Administrator
dcs_negotiation_authority_probe|API||Before Insert|dcs_negotiation_authority_probe|All|1|1895|2026-08-08 17:29|2026-08-08 17:30|mohan@bitssecureit.com
dcs_nrc_writetest|API||Before Insert|dcs_nrc_writetest|All|1|524|2026-08-15 13:03|2026-08-15 13:11|mohan@bitssecureit.com
dcs_one_active_guard_insert|DocType Event|Deal Cost Sheet|Before Insert||All|0|3055|2026-08-15 19:47|2026-09-11 18:34|Administrator
dcs_one_active_guard_submit|DocType Event|Deal Cost Sheet|Before Submit||All|0|2536|2026-08-15 19:52|2026-09-11 18:34|Administrator
dcs_po_reconcile|API||Before Insert|dcs_po_reconcile|All|0|18072|2026-08-08 17:53|2026-09-11 18:34|Administrator
dcs_portfolio_totals|API||Before Insert|dcs_portfolio_totals|All|1|4973|2026-08-15 22:05|2026-09-07 14:13|Administrator
dcs_presales_sync|API||Before Insert|dcs_presales_sync|All|0|10318|2026-08-20 19:11|2026-09-11 18:34|Administrator
dcs_print_document|API||Before Insert|dcs_print_document|All|0|39721|2026-08-15 10:33|2026-09-11 18:34|Administrator
dcs_projection_probe|API||Before Insert|dcs_projection_probe|All|1|1840|2026-08-08 16:14|2026-08-08 19:07|mohan@bitssecureit.com
dcs_quotation_set_sales_person|DocType Event|Quotation|Before Insert||All|0|1191|2026-05-31 13:03|2026-09-11 18:34|Administrator
dcs_record_award|API||Before Insert|dcs_record_award|All|0|18698|2026-08-08 17:52|2026-09-11 18:34|Administrator
dcs_screen1|API||Before Insert|dcs_screen1|All|1|23678|2026-08-08 18:23|2026-09-07 14:13|Administrator
dcs_screen1_projection_probe|API||Before Insert|dcs_screen1_projection_probe|All|1|1568|2026-08-08 18:31|2026-08-08 18:32|mohan@bitssecureit.com
dcs_screen2|API||Before Insert|dcs_screen2|All|1|8714|2026-08-08 16:55|2026-09-07 14:13|Administrator
dcs_screen3|API||Before Insert|dcs_screen3|All|0|11140|2026-08-08 17:19|2026-09-11 18:34|Administrator
dcs_screen4|API||Before Insert|dcs_screen4|All|0|12687|2026-08-08 17:32|2026-09-11 18:34|Administrator
dcs_screen5|API||Before Insert|dcs_screen5|All|0|18585|2026-08-08 17:56|2026-09-11 18:34|Administrator
dcs_set_delivery_owner|API||Before Insert|dcs_set_delivery_owner|All|0|6882|2026-08-08 17:55|2026-09-11 18:34|Administrator
dcs_tl_probe|API||Before Insert|dcs_tl_probe|All|1|1522|2026-08-10 21:28|2026-08-10 21:34|mohan@bitssecureit.com
dcs_zz_ageing_probe|API||Before Insert|dcs_zz_ageing_probe|All|1|1984|2026-08-16 08:54|2026-08-17 08:11|mohan@bitssecureit.com
dcs_zz_audit_probe|API||Before Insert|dcs_zz_audit_probe|All|1|556|2026-08-18 11:05|2026-08-18 11:27|mohan@bitssecureit.com
dcs_zz_auth_probe|API||Before Insert|dcs_zz_auth_probe|All|1|1348|2026-08-18 11:38|2026-08-18 11:38|mohan@bitssecureit.com
dcs_zz_auth_probe10|API||Before Insert|dcs_zz_auth_probe10|All|1|629|2026-08-18 11:43|2026-08-18 11:43|mohan@bitssecureit.com
dcs_zz_auth_probe11|API||Before Insert|dcs_zz_auth_probe11|All|1|257|2026-08-18 11:43|2026-08-18 11:43|mohan@bitssecureit.com
dcs_zz_auth_probe12|API||Before Insert|dcs_zz_auth_probe12|All|1|617|2026-08-18 11:43|2026-08-18 11:43|mohan@bitssecureit.com
dcs_zz_auth_probe13|API||Before Insert|dcs_zz_auth_probe13|All|1|170|2026-08-18 11:43|2026-08-18 11:43|mohan@bitssecureit.com
dcs_zz_auth_probe14|API||Before Insert|dcs_zz_auth_probe14|All|1|855|2026-08-18 11:44|2026-08-18 11:44|mohan@bitssecureit.com
dcs_zz_auth_probe15|API||Before Insert|dcs_zz_auth_probe15|All|1|790|2026-08-18 11:44|2026-08-18 11:44|mohan@bitssecureit.com
dcs_zz_auth_probe16|API||Before Insert|dcs_zz_auth_probe16|All|1|725|2026-08-18 11:44|2026-08-18 11:44|mohan@bitssecureit.com
dcs_zz_auth_probe17|API||Before Insert|dcs_zz_auth_probe17|All|1|208|2026-08-18 11:45|2026-08-18 11:45|mohan@bitssecureit.com
dcs_zz_auth_probe18|API||Before Insert|dcs_zz_auth_probe18|All|1|203|2026-08-18 11:45|2026-08-18 11:45|mohan@bitssecureit.com
dcs_zz_auth_probe19|API||Before Insert|dcs_zz_auth_probe19|All|1|406|2026-08-18 11:45|2026-08-18 11:45|mohan@bitssecureit.com
dcs_zz_auth_probe2|API||Before Insert|dcs_zz_auth_probe2|All|1|902|2026-08-18 11:39|2026-08-18 11:39|mohan@bitssecureit.com
dcs_zz_auth_probe20|API||Before Insert|dcs_zz_auth_probe20|All|1|174|2026-08-18 11:46|2026-08-18 11:46|mohan@bitssecureit.com
dcs_zz_auth_probe21|API||Before Insert|dcs_zz_auth_probe21|All|1|174|2026-08-18 11:46|2026-08-18 11:46|mohan@bitssecureit.com
dcs_zz_auth_probe22|API||Before Insert|dcs_zz_auth_probe22|All|1|295|2026-08-18 11:46|2026-08-18 11:46|mohan@bitssecureit.com
dcs_zz_auth_probe23|API||Before Insert|dcs_zz_auth_probe23|All|1|619|2026-08-18 11:46|2026-08-18 11:46|mohan@bitssecureit.com
dcs_zz_auth_probe24|API||Before Insert|dcs_zz_auth_probe24|All|1|946|2026-08-18 11:47|2026-08-18 11:47|mohan@bitssecureit.com
dcs_zz_auth_probe25|API||Before Insert|dcs_zz_auth_probe25|All|1|610|2026-08-18 11:47|2026-08-18 11:47|mohan@bitssecureit.com
dcs_zz_auth_probe26|API||Before Insert|dcs_zz_auth_probe26|All|1|339|2026-08-18 11:48|2026-08-18 11:48|mohan@bitssecureit.com
dcs_zz_auth_probe27|API||Before Insert|dcs_zz_auth_probe27|All|1|2477|2026-08-18 11:48|2026-08-18 11:48|mohan@bitssecureit.com
dcs_zz_auth_probe28|API||Before Insert|dcs_zz_auth_probe28|All|1|1967|2026-08-18 11:49|2026-08-18 11:49|mohan@bitssecureit.com
dcs_zz_auth_probe29|API||Before Insert|dcs_zz_auth_probe29|All|1|505|2026-08-18 11:50|2026-08-18 11:50|mohan@bitssecureit.com
dcs_zz_auth_probe3|API||Before Insert|dcs_zz_auth_probe3|All|1|1659|2026-08-18 11:39|2026-08-18 11:39|mohan@bitssecureit.com
dcs_zz_auth_probe30|API||Before Insert|dcs_zz_auth_probe30|All|1|2151|2026-08-18 11:50|2026-08-18 11:50|mohan@bitssecureit.com
dcs_zz_auth_probe31|API||Before Insert|dcs_zz_auth_probe31|All|1|345|2026-08-18 11:51|2026-08-18 11:51|mohan@bitssecureit.com
dcs_zz_auth_probe32|API||Before Insert|dcs_zz_auth_probe32|All|1|2851|2026-08-18 11:51|2026-08-18 11:51|mohan@bitssecureit.com
dcs_zz_auth_probe33|API||Before Insert|dcs_zz_auth_probe33|All|1|313|2026-08-18 11:51|2026-08-18 11:51|mohan@bitssecureit.com
dcs_zz_auth_probe34|API||Before Insert|dcs_zz_auth_probe34|All|1|2652|2026-08-18 11:52|2026-08-18 11:52|mohan@bitssecureit.com
dcs_zz_auth_probe35|API||Before Insert|dcs_zz_auth_probe35|All|1|3057|2026-08-18 11:52|2026-08-18 11:52|mohan@bitssecureit.com
dcs_zz_auth_probe36|API||Before Insert|dcs_zz_auth_probe36|All|1|608|2026-08-18 11:53|2026-08-18 11:53|mohan@bitssecureit.com
dcs_zz_auth_probe37|API||Before Insert|dcs_zz_auth_probe37|All|1|1613|2026-08-18 11:53|2026-08-18 11:53|mohan@bitssecureit.com
dcs_zz_auth_probe38|API||Before Insert|dcs_zz_auth_probe38|All|1|398|2026-08-18 11:53|2026-08-18 11:53|mohan@bitssecureit.com
dcs_zz_auth_probe39|API||Before Insert|dcs_zz_auth_probe39|All|1|407|2026-08-18 11:59|2026-08-18 11:59|mohan@bitssecureit.com
dcs_zz_auth_probe4|API||Before Insert|dcs_zz_auth_probe4|All|1|435|2026-08-18 11:40|2026-08-18 11:40|mohan@bitssecureit.com
dcs_zz_auth_probe40|API||Before Insert|dcs_zz_auth_probe40|All|1|516|2026-08-18 11:59|2026-08-18 11:59|mohan@bitssecureit.com
dcs_zz_auth_probe41|API||Before Insert|dcs_zz_auth_probe41|All|1|1280|2026-08-18 11:59|2026-08-18 11:59|mohan@bitssecureit.com
dcs_zz_auth_probe42|API||Before Insert|dcs_zz_auth_probe42|All|1|1128|2026-08-18 12:00|2026-08-18 12:00|mohan@bitssecureit.com
dcs_zz_auth_probe43|API||Before Insert|dcs_zz_auth_probe43|All|1|387|2026-08-18 12:00|2026-08-18 12:00|mohan@bitssecureit.com
dcs_zz_auth_probe44|API||Before Insert|dcs_zz_auth_probe44|All|1|323|2026-08-18 12:01|2026-08-18 12:01|mohan@bitssecureit.com
dcs_zz_auth_probe45|API||Before Insert|dcs_zz_auth_probe45|All|1|330|2026-08-18 12:01|2026-08-18 12:01|mohan@bitssecureit.com
dcs_zz_auth_probe46|API||Before Insert|dcs_zz_auth_probe46|All|1|420|2026-08-18 12:10|2026-08-18 12:10|mohan@bitssecureit.com
dcs_zz_auth_probe47|API||Before Insert|dcs_zz_auth_probe47|All|1|172|2026-08-18 12:11|2026-08-18 12:11|mohan@bitssecureit.com
dcs_zz_auth_probe48|API||Before Insert|dcs_zz_auth_probe48|All|1|377|2026-08-18 12:12|2026-08-18 12:12|mohan@bitssecureit.com
dcs_zz_auth_probe5|API||Before Insert|dcs_zz_auth_probe5|All|1|678|2026-08-18 11:41|2026-08-18 11:41|mohan@bitssecureit.com
dcs_zz_auth_probe6|API||Before Insert|dcs_zz_auth_probe6|All|1|413|2026-08-18 11:41|2026-08-18 11:41|mohan@bitssecureit.com
dcs_zz_auth_probe7|API||Before Insert|dcs_zz_auth_probe7|All|1|736|2026-08-18 11:42|2026-08-18 11:42|mohan@bitssecureit.com
dcs_zz_auth_probe8|API||Before Insert|dcs_zz_auth_probe8|All|1|432|2026-08-18 11:42|2026-08-18 11:42|mohan@bitssecureit.com
dcs_zz_auth_probe9|API||Before Insert|dcs_zz_auth_probe9|All|1|761|2026-08-18 11:42|2026-08-18 11:42|mohan@bitssecureit.com
dcs_zz_capability_probe|API||Before Insert|dcs_zz_capability_probe|All|1|3657|2026-08-16 08:25|2026-08-16 08:49|mohan@bitssecureit.com
dcs_zz_company_default_selftest|API||Before Insert|dcs_zz_company_default_selftest|All|1|4837|2026-08-16 08:27|2026-08-16 08:39|mohan@bitssecureit.com
dcs_zz_d2a_probe|API||Before Insert|dcs_zz_d2a_probe|All|1|5597|2026-08-19 18:24|2026-08-19 18:32|mohan@bitssecureit.com
dcs_zz_d2b_probe|API||Before Insert|dcs_zz_d2b_probe|All|1|7819|2026-08-19 21:09|2026-08-19 21:18|mohan@bitssecureit.com
dcs_zz_d8_refscan|API||Before Insert|dcs_zz_d8_refscan|All|1|3447|2026-08-18 12:47|2026-08-19 15:59|mohan@bitssecureit.com
dcs_zz_disable_all|API||Before Insert|dcs_zz_disable_all|All|1|580|2026-08-18 12:15|2026-08-18 12:16|mohan@bitssecureit.com
dcs_zz_marker|API||Before Insert|dcs_zz_marker|All|1|330|2026-08-18 12:13|2026-08-18 12:13|mohan@bitssecureit.com
dcs_zz_outcome_probe|API||Before Insert|dcs_zz_outcome_probe|All|1|2297|2026-08-17 08:21|2026-08-17 08:51|mohan@bitssecureit.com
dcs_zz_regress|API||Before Insert|dcs_zz_regress|All|1|3812|2026-08-18 12:14|2026-08-18 12:14|mohan@bitssecureit.com
dcs_zz_regress2|API||Before Insert|dcs_zz_regress2|All|1|1572|2026-08-18 12:15|2026-08-18 12:15|mohan@bitssecureit.com
dcs_zz_ws_link|API||Before Insert|dcs_zz_ws_link|All|1|1599|2026-08-18 12:12|2026-08-18 12:12|mohan@bitssecureit.com
diagnostic_role_check_temp_1a4d|API||Before Insert|diagnostic_role_check_temp_1a4d|All|1|454|2026-07-31 12:37|2026-07-31 12:37|mohan@bitssecureit.com
fix_pdf_download|API||Before Insert|fix_pdf_download|All|0|968|2026-04-29 19:33|2026-09-11 18:34|Administrator
fix_quotation_party_classification|API||Before Insert|fix_quotation_party_classification|All|1|655|2026-05-08 13:19|2026-05-08 13:28|mohan@bitssecureit.com
fleet_gps_ingest|API||Before Insert|fleet_gps_ingest|All|0|7099|2026-05-29 20:44|2026-06-03 21:20|mohan@bitssecureit.com
generate_scheduler_execution|API||Before Insert|generate_scheduler_execution|All|0|4868|2026-07-28 20:33|2026-09-11 18:34|Administrator
HD Partner Email Threading - Communication Before Insert|DocType Event|Communication|Before Insert||All|0|3573|2026-05-16 15:48|2026-05-17 22:12|mohan@bitssecureit.com
Labor Attendance - Compute Hours & Validate|DocType Event|Labor Attendance|Before Save||All|1|941|2026-06-09 19:40|2026-09-10 13:31|Administrator
lead_feedback_aggregator|Scheduler Event||Before Insert||Weekly|1|959|2026-05-10 20:17|2026-05-10 20:37|mohan@bitssecureit.com
office365_login_url|API||Before Insert|office365_login_url|All|1|31|2026-06-22 19:42|2026-06-22 19:46|mohan@bitssecureit.com
Opportunity Outcome - Close DCS and Presales|DocType Event|Opportunity|After Save||All|0|4082|2026-08-05 11:39|2026-09-11 18:34|Administrator
org_chart_data|API||Before Insert|get_org_chart|All|0|949|2026-07-18 18:14|2026-09-11 18:34|Administrator
Outlook Calendar Sync|Scheduler Event||Before Insert||Daily|0|6350|2026-06-03 21:22|2026-06-04 21:42|mohan@bitssecureit.com
outlook_sync_now|API||Before Insert|outlook_sync_now|All|0|7105|2026-06-03 21:23|2026-09-11 18:34|Administrator
POC - Scheduler Execution Field Protection (TEMP - Phase 1A.4B)|DocType Event|Scheduler Execution|Before Save||All|1|907|2026-07-29 12:18|2026-07-29 12:20|mohan@bitssecureit.com
poc_1a4c_test_harness_temp|API||Before Insert|poc_1a4c_test_harness_temp|All|1|467|2026-07-29 12:41|2026-07-29 12:48|mohan@bitssecureit.com
poc_scheduler_execution_action_temp|API||Before Insert|poc_scheduler_execution_action_temp|All|1|676|2026-07-29 12:19|2026-07-29 12:20|mohan@bitssecureit.com
PPM - Calculate Next Date|DocType Event|PPM Management|Before Save||All|1|673|2026-07-11 16:50|2026-09-10 10:20|Administrator
PPM - Daily Status Update and Reminders|Scheduler Event||Before Insert||Daily|0|1456|2026-07-11 16:52|2026-07-11 16:52|mohan@bitssecureit.com
PPM Calendar Events|API||Before Insert|ppm_calendar_events|All|0|741|2026-07-12 10:14|2026-09-11 18:34|Administrator
Presales Request - Push Status to Deal Cost Sheet|DocType Event|Presales Request|After Save||All|1|1191|2026-08-05 11:49|2026-09-11 16:28|Administrator
Presales Request - Require Effort Hours on Closure|DocType Event|Presales Request|Before Save||All|1|501|2026-08-05 11:42|2026-09-11 16:28|Administrator
Project Completion Validation (Tasks & Milestones)|DocType Event|Project|Before Save||All|1|1108|2026-07-30 14:19|2026-09-08 13:58|Administrator
Project Mandatory Field Validation (New Projects)|DocType Event|Project|Before Insert||All|1|475|2026-07-30 14:15|2026-09-08 13:58|Administrator
Quotation - Link Back to DCS and Close Presales|DocType Event|Quotation|After Save||All|0|4001|2026-08-05 11:39|2026-09-11 18:34|Administrator
quotation_bulk_backfill_sp|API||Before Insert|quotation_bulk_backfill_sp|All|1|1893|2026-05-31 15:41|2026-09-10 15:58|Administrator
quotation_quick_edit|API||Before Insert|quotation_quick_edit|All|0|2992|2026-05-31 13:12|2026-09-11 18:34|Administrator
Sales Person - Target Validation|DocType Event|Sales Person|Before Save||All|1|1175|2026-07-19 13:00|2026-09-10 10:19|Administrator
Sales Target GP - Allowed Sales Persons|API||Before Insert|stgp_allowed_sales_persons|All|0|2332|2026-07-18 19:34|2026-09-11 18:34|Administrator
Sales Target GP - Load Entry|API||Before Insert|stgp_load_entry|All|0|5059|2026-07-18 21:20|2026-09-11 18:34|Administrator
Sales Target GP - Save Entry|API||Before Insert|stgp_save_entry|All|0|7384|2026-07-18 21:32|2026-09-11 18:34|Administrator
Sales Target GP Entry - Manager Hierarchy Access|Permission Query|Sales Target GP Entry|Before Insert||All|1|2004|2026-07-18 18:12|2026-09-10 13:31|Administrator
Sales Target GP Entry - Totals & Validation|DocType Event|Sales Target GP Entry|Before Save||All|1|1958|2026-07-18 17:18|2026-09-10 13:31|Administrator
Scheduler Execution - Protected Field Validation|DocType Event|Scheduler Execution|Before Save||All|1|18473|2026-07-29 12:40|2026-09-10 10:12|Administrator
scheduler_execution_close|API||Before Insert|scheduler_execution_close|All|0|2158|2026-08-03 19:50|2026-09-11 18:34|Administrator
scheduler_execution_correct_work|API||Before Insert|scheduler_execution_correct_work|All|0|1847|2026-07-31 12:33|2026-09-11 18:34|Administrator
